11.6206 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x7ff104e06c20>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units='pix', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.6207 	EXP 	window1: recordFrameIntervals = False
11.7871 	EXP 	window1: recordFrameIntervals = True
11.9703 	EXP 	window1: recordFrameIntervals = False
12.0717 	EXP 	Created Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, name='Instructions', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='norm', win=Window(...), wrapWidth=1)
12.0754 	EXP 	Created fixationcross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixationcross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units='norm', win=Window(...), wrapWidth=1)
12.0793 	EXP 	Created image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 600.,  600.]), texRes=128, units='pix', win=Window(...))
12.0800 	EXP 	window1: units = 'norm'
12.1141 	EXP 	window1: units = 'pix'
12.1142 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=u'accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=9, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, 0.0], precision=1, respKeys=['1', '2', '3', '4', '5', '6', '7', '8', '9'], rightKeys=['right'], scale=str(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=8.0, win=Window(...))
12.1596 	EXP 	Created instruct2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, name='instruct2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='norm', win=Window(...), wrapWidth=1)
12.1618 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=40, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
12.1639 	EXP 	Created Left = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Left', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 600.,  600.]), texRes=128, units='pix', win=Window(...))
12.1658 	EXP 	Created Right = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Right', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 600.,  600.]), texRes=128, units='pix', win=Window(...))
12.1787 	EXP 	Created feedback = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, name='feedback', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='norm', win=Window(...), wrapWidth=1)
12.1846 	EXP 	rating: flipVert = False
12.1846 	EXP 	rating: autoLog = True
12.1846 	EXP 	Instructions: autoDraw = True
81.3533 	DATA 	Keypress: space
81.3560 	EXP 	Imported condAppreciation.csv as conditions, 83 conditions, 2 params
81.3565 	EXP 	Created sequence: random, trialTypes=83, nReps=1, seed=None
81.3570 	EXP 	New trial (rep=0, index=0): {'images': u'images/k25.bmp', 'condition': u'gestalt'}
81.3623 	EXP 	RatingScale rating: reset()
81.3701 	EXP 	Instructions: autoDraw = False
81.3701 	EXP 	image: image = u'images/k25.bmp'
81.3701 	EXP 	fixationcross: autoDraw = True
81.8695 	EXP 	fixationcross: autoDraw = False
82.3860 	EXP 	image: autoDraw = True
82.4700 	EXP 	image: autoDraw = False
82.5859 	EXP 	rating: autoDraw = True
88.9530 	DATA 	Keypress: num_5
91.0535 	DATA 	Mouse: Left button down, pos=(953,543)
91.1860 	DATA 	Mouse:  Left button up, pos=(953,543)
93.1194 	DATA 	Mouse: Left button down, pos=(948,406)
93.1215 	DATA 	RatingScale rating: (mouse response) rating=5
93.1216 	DATA 	RatingScale rating: rating RT=10.552
93.1216 	DATA 	RatingScale rating: history=[(None, 0.0), (5, 8.485), (5, 10.552)]
93.1368 	EXP 	New trial (rep=0, index=1): {'images': u'images/INVk26.bmp', 'condition': u'inverted'}
93.1426 	EXP 	RatingScale rating: reset()
93.1528 	EXP 	fixationcross: autoDraw = False
93.1528 	EXP 	image: autoDraw = False
93.1528 	EXP 	rating: autoDraw = False
93.1528 	EXP 	image: image = u'images/INVk26.bmp'
93.1528 	EXP 	fixationcross: autoDraw = True
93.2860 	DATA 	Mouse:  Left button up, pos=(948,406)
93.6528 	EXP 	fixationcross: autoDraw = False
94.1701 	EXP 	image: autoDraw = True
94.2528 	EXP 	image: autoDraw = False
94.3700 	EXP 	rating: autoDraw = True
96.3529 	DATA 	Mouse: Left button down, pos=(956,543)
96.4860 	DATA 	Mouse:  Left button up, pos=(956,543)
98.6362 	DATA 	Mouse: Left button down, pos=(989,415)
98.6385 	DATA 	RatingScale rating: (mouse response) rating=5
98.6385 	DATA 	RatingScale rating: rating RT=4.285
98.6385 	DATA 	RatingScale rating: history=[(None, 0.0), (5, 2.001), (5, 4.285)]
98.6538 	EXP 	New trial (rep=0, index=2): {'images': u'images/INVk28.bmp', 'condition': u'inverted'}
98.6603 	EXP 	RatingScale rating: reset()
98.6700 	EXP 	fixationcross: autoDraw = False
98.6700 	EXP 	image: autoDraw = False
98.6700 	EXP 	rating: autoDraw = False
98.6700 	EXP 	image: image = u'images/INVk28.bmp'
98.6700 	EXP 	fixationcross: autoDraw = True
98.7860 	DATA 	Mouse:  Left button up, pos=(989,415)
99.1699 	EXP 	fixationcross: autoDraw = False
99.6859 	EXP 	image: autoDraw = True
99.7694 	EXP 	image: autoDraw = False
99.8859 	EXP 	rating: autoDraw = True
101.6193 	DATA 	Mouse: Left button down, pos=(961,542)
101.7383 	DATA 	Mouse:  Left button up, pos=(961,542)
103.1360 	DATA 	Mouse: Left button down, pos=(985,407)
103.1381 	DATA 	RatingScale rating: (mouse response) rating=5
103.1381 	DATA 	RatingScale rating: rating RT=3.268
103.1381 	DATA 	RatingScale rating: history=[(None, 0.0), (5, 1.751), (5, 3.268)]
103.1534 	EXP 	New trial (rep=0, index=3): {'images': u'images/k21.bmp', 'condition': u'gestalt'}
103.1591 	EXP 	RatingScale rating: reset()
103.1694 	EXP 	fixationcross: autoDraw = False
103.1694 	EXP 	image: autoDraw = False
103.1694 	EXP 	rating: autoDraw = False
103.1694 	EXP 	image: image = u'images/k21.bmp'
103.1694 	EXP 	fixationcross: autoDraw = True
103.2360 	DATA 	Mouse:  Left button up, pos=(985,407)
103.6699 	EXP 	fixationcross: autoDraw = False
104.1859 	EXP 	image: autoDraw = True
104.2699 	EXP 	image: autoDraw = False
104.3859 	EXP 	rating: autoDraw = True
106.0026 	DATA 	Mouse: Left button down, pos=(963,551)
106.1193 	DATA 	Mouse:  Left button up, pos=(963,551)
106.7722 	DATA 	Mouse: Left button down, pos=(985,413)
106.7724 	DATA 	RatingScale rating: (mouse response) rating=5
106.7724 	DATA 	RatingScale rating: rating RT=2.402
106.7724 	DATA 	RatingScale rating: history=[(None, 0.0), (5, 1.634), (5, 2.402)]
106.7865 	EXP 	New trial (rep=0, index=4): {'images': u'images/k12.bmp', 'condition': u'gestalt'}
106.7916 	EXP 	RatingScale rating: reset()
106.8025 	EXP 	fixationcross: autoDraw = False
106.8025 	EXP 	image: autoDraw = False
106.8025 	EXP 	rating: autoDraw = False
106.8025 	EXP 	image: image = u'images/k12.bmp'
106.8025 	EXP 	fixationcross: autoDraw = True
